OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area,OBJECTID,Join_Count,TARGET_FID,uid,BOROUGH,BLOCK,LOT,BBL,MAPBBL,CD,HNUM,SNAME,ADDRESS,PARCELNAME,AGENCY,USECODE,USETYPE,OWNERSHIP,CATEGORY,EXPANDCAT,EXCATDESC,LEASED,FINALCOM,AGREEMENT,XCOORD,YCOORD,LATITUDE,LONGITUDE,DCPEDITED,Shape_Length,Shape_Area
284,Polygon,BK,2979,60,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,283 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,LEWIS REALTY CORP,20057,11153,11153,0,0,0,0,0,11153,0,2,1,1,0,1,67,302,67,175,N,0,Y,5,0,216900,1037700,0,2004,0,0, , ,0.56,0,2,0,3,3029790060,0,449,1005914,198369,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.711127,-73.921857, ,0,747.284524,20939.56745,284,0,284,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,747.284524,20939.56745
285,Polygon,BK,2979,64,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,90 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,TRIPLE J SCOTT AVENUE LLC,17625,10285,10285,0,0,0,0,7375,2910,0,2,2,1,0,1,141,125,83,121,N,1,N,3,0,277650,797400,0,1931,2019,0, , ,0.58,0,2,0,3,3029790064,0,449,1005671,198207,13b, ,309 062,31003, ,3029790064,8/17/2009,1, , ,24v1, ,40.710683,-73.922734, ,0,534.331763,17788.51261,285,0,285,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,534.331763,17788.51261
286,Polygon,BK,2979,75,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,281 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,LEWIS FLUSHING CORP,18410,11000,0,0,0,0,0,0,0,0,2,1,0,0,1,58.58,152.25,0,0,N,1,Y,5,0,283500,726300,0,2007,0,0, , ,0.6,0,2,0,3,3029790075,0,449,1005948,198440,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.711322,-73.921734, ,0,860.958871,18798.35626,286,0,286,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,860.958871,18798.35626
287,Polygon,BK,2979,107,301,3044902,30449023013,449,4058,14,34,11237,E206,90,30,900,3,1,5A,154 SCOTT AVENUE,M3-1, , , , , , , , , ,N,F1,6,0, ,ONE FIFTY FOUR LLC,19940,99700,99700,0,0,0,0,0,99700,0,2,1,5,0,1,80.75,282,80.75,282,N,0,Y,5,0,385650,4173300,0,1928,0,0, , ,5,0,2,0,3,3029790107,0,449,1005575,198716,13b, ,300 000,31003, ,3029790007,8/12/1996,1, , ,24v1, ,40.71208,-73.923079, ,0,720.929249,21072.88725,287,0,287,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,720.929249,21072.88725
288,Polygon,BK,2979,164,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,110 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"110 SCOTT AVENUE PROPERTIES, LLC",7375,7375,7375,0,0,0,0,0,7375,0,2,1,1,0,1,59,125,59,125,N,1,N,5,0,106200,682650,0,2007,0,0, , ,1,0,2,0,3,3029790164,0,449,1005638,198303,13b, ,309 062,31003, ,3029790064,8/17/2009,1, , ,24v1, ,40.710947,-73.922853, ,0,373.350118,7638.037794,288,0,288,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,373.350118,7638.037794
289,Polygon,BK,2987,6,301,3044902,30449023029,449,4076,14,34,11237,E206,90,30,900,3,1,5B,152 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,BELSKY & BODNER 505 L,35110,57310,57310,0,0,0,0,0,57310,0,2,1,2,0,3,164.75,194.33,87.42,124,N,2,Y,4,0,711000,2828250,0,1916,0,0, , ,1.63,0,2,0,3,3029870006,0,449,1004499,197577,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.708957,-73.926963, ,0,773.413675,36078.61933,289,0,289,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,773.413675,36078.61933
290,Polygon,BK,2988,1,301,3044902,30449023028,449,4077,14,34,11237,E206,90,30,900,3,1,5B,537 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"RCGT 2988-1, LLC",22800,22300,22300,0,0,0,0,0,22300,0,2,1,1,0,1,222.17,100,202,100,N,2,Y,3,0,513000,901350,0,1969,0,0, , ,0.98,0,2,0,3,3029880001,0,449,1004865,197674,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709222,-73.925643, ,0,683.768262,25150.3737,290,0,290,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,683.768262,25150.3737
291,Polygon,BK,2988,25,301,3044902,30449023028,449,4077,14,34,11237,E206,90,30,900,3,1,5A,218 RANDOLPH STREET,M3-1, , , , , , , , , ,N,F9,6,0, ,"RCGT 2988-25, LLC",4467,6079,6079,0,1612,0,0,0,4467,0,2,1,2,0,2,44.42,100,45,100,N,3,Y,5,0,171000,429750,0,1973,0,0, , ,1.36,0,2,0,3,3029880025,0,449,1005102,197853,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709713,-73.924787, ,0,293.338986,4572.247853,291,0,291,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,293.338986,4572.247853
292,Polygon,BK,2988,42,301,3044902,30449023028,449,4077,14,34,11237,E206,90,30,900,3,1,5B,563 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,563 JOHNSON AVE. REALTY CORP.,9580,18859,18859,0,0,0,0,0,18859,0,2,1,3,0,1,20.83,193.17,40,88,N,0,Y,5,0,150750,841950,0,1931,2009,2008, , ,1.97,0,2,0,3,3029880042,0,449,1005097,197731,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709378,-73.924806, ,0,540.716071,9978.200649,292,0,292,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,540.716071,9978.200649
293,Polygon,BK,2988,49,301,3044902,30449023028,449,4077,14,34,11237,E206,90,30,900,3,1,5B,557 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,F5,6,0, ,"RCGT 2988-49, LLC",7500,7500,7500,0,0,0,0,0,7500,0,2,1,1,0,1,55.42,134,30,100,N,3,Y,5,0,236250,635400,0,1979,2020,0, , ,1,0,2,0,3,3029880049,0,449,1004960,197648,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709151,-73.9253, ,0,395.752136,7896.996681,293,0,293,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,395.752136,7896.996681
294,Polygon,BK,2989,1,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5A,575 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,TUPPER ASSOCIATES LLC,36075,31627,31627,0,0,0,0,21775,0,9852,2,1,4,0,1,176.58,201.33,80,144,N,0,Y,3,0,519300,1706850,0,1930,1968,2009, , ,0.88,0,2,0,3,3029890001,0,449,1005375,197756,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.709446,-73.923803, ,0,782.584318,36432.36569,294,0,294,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,782.584318,36432.36569
295,Polygon,BK,2989,9,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5A,220 RANDOLPH STREET,M3-1, , , , , , , , , ,N,G2,7,0, ,"NTM PROPERTIES, LLC",8500,8500,8500,0,0,0,0,8500,0,0,2,1,1,0,1,85,100,85,100,N,0,N,3,0,119250,542700,0,1991,2006,0, , ,1,0,2,0,3,3029890009,0,449,1005274,197880,13b, ,309 062,31003, ,3029890009,12/31/1991,1, , ,24v1, ,40.709787,-73.924167, ,0,381.992028,9024.14821,295,0,295,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,381.992028,9024.14821
296,Polygon,BK,2989,20,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5A,240 RANDOLPH STREET,M3-1, , , , , , , , , ,N,G9,7,0, ,RO SAL REALTY 2 CORP.,16100,8700,8700,0,0,0,0,0,8700,0,2,1,1,0,1,113.92,155.42,60,140,N,0,Y,5,0,193500,435150,0,1931,0,0, , ,0.54,0,2,0,3,3029890020,0,449,1005464,197924,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.709907,-73.923481, ,0,535.725177,16360.78994,296,0,296,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,535.725177,16360.78994
297,Polygon,BK,2989,22,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5A,75 SCOTT AVENUE,M3-1, , , , , , , , , ,N,F4,6,0, ,GEEYI REALTY LLC,23300,14300,14300,0,0,0,0,0,14300,0,2,1,1,0,2,111.02,210,111,130,N,1,N,3,0,472050,1088550,0,1931,2015,0, , ,0.61,0,2,0,3,3029890022,0,449,1005579,197928,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.709918,-73.923067, ,0,649.035775,23816.54572,297,0,297,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,649.035775,23816.54572
298,Polygon,BK,2989,32,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5B,53 SCOTT AVENUE,M3-1, , , , , , , , , ,N,F9,6,0, ,S53 LLC,11925,58115,58115,0,0,6828,20140,0,31147,0,2,2,5,0,1,114,111,91,47,N,1,Y,3,0,204300,405900,0,2021,2021,0, , ,4.87,0,2,0,3,3029890032,0,449,1005633,197774,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.709495,-73.922872, ,0,451.088806,12667.83994,298,0,298,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,451.088806,12667.83994
299,Polygon,BK,2989,42,301,3044902,30449023027,449,4078,14,34,11237,E206,90,30,900,3,1,5B,599 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,K4,4,0, ,599 JOHNSON LLC,15200,20521,20521,0,0,17849,0,0,0,2672,2,1,2,0,1,89.58,155.42,52,83,N,0,Y,5,0,342000,1695600,0,1931,2015,0, , ,1.35,0,2,0,3,3029890042,0,449,1005516,197782,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.709517,-73.923294, ,0,639.435298,15968.81098,299,0,299,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,639.435298,15968.81098
300,Polygon,BK,2990,1,301,3044902,30449023026,449,4079,14,34,11237,E206,90,30,900,3,1,5A,70 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"JS 1953, LLC",10615,15615,15615,0,0,0,0,0,15615,0,2,1,1,0,1,104.5,100,104.5,100,N,0,Y,5,0,167400,937800,0,1965,0,0, , ,1.47,0,2,0,3,3029900001,0,449,1005761,197907,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.70986,-73.92241, ,0,428.904414,10689.5301,300,0,300,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,428.904414,10689.5301
301,Polygon,BK,2990,8,301,3044902,30449023026,449,4079,14,34,11237,E206,90,30,900,3,1,5A,30 SCOTT AVENUE,M3-1, , , , , , , , , ,N,Z9, ,0, ,30 SCOTT AVE INC.,3108,0,0,0,0,0,0,0,0,0,7,1,0,0,0,31.08,100,0,0,N,0,N,5,0,50206,69556,0,0,0,0, , ,0,0,2,0,3,3029900008,0,449,1005738,197971,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.710035,-73.922493, ,0,261.081495,3006.605013,301,0,301,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,261.081495,3006.605013
302,Polygon,BK,2990,11,301,3044902,30449023026,449,4080,14,34,11237,E206,90,30,900,3,1,5A,36 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,GXJ REALTY INC.,4983,4983,4983,0,0,0,0,0,4983,0,2,1,1,0,1,49.83,100,49.83,100,N,0,N,5,0,82800,337950,0,1931,0,0, , ,1,0,2,0,3,3029900011,0,449,1005709,198057,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.710271,-73.922597, ,0,304.559921,5195.236563,302,0,302,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,304.559921,5195.236563
303,Polygon,BK,2990,12,301,3044902,30449023026,449,4079,14,34,11237,E206,90,30,900,4,5,3E,270 RANDOLPH STREET,M3-1, , , , , , , , , ,N,F1,6,0, ,270 RANDOLPH STREET,41777,37000,37000,0,0,0,0,0,37000,0,2,1,1,0,1,398,109,60,350,N,0,Y,3,0,657000,1507950,0,1930,1966,0, , ,0.89,0,2,0,3,3029900012,0,449,1005992,198122,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.710449,-73.921576, ,0,1067.752951,41487.08307,303,0,303,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1067.752951,41487.08307
304,Polygon,BK,2990,36,301,3044902,30449023026,449,4079,14,34,11237,E206,90,30,900,4,5,3E,1345 FLUSHING AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,1301-1345 FLUSHING A,14450,12400,12400,0,0,0,0,0,12400,0,2,1,1,0,1,207,139.5,104,105,N,3,Y,5,0,487800,1234800,0,1965,0,0, , ,0.86,0,2,0,3,3029900036,0,449,1006024,198021,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.710172,-73.921461, ,0,610.57001,15183.10825,304,0,304,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,610.57001,15183.10825
305,Polygon,BK,2994,1,301,3045300,30453001002,453,1005,32,34,11237,E237,90,30,900,3,1,5B,526 JOHNSON AVENUE,M1-2, , , , , , , , , ,N,Z9, ,0, ,28 VARICK AVENUE LLC,20000,0,0,0,0,0,0,0,0,0,7,1,1,0,1,51,201,30,70,N,0,Y,3,0,315000,374850,0,0,0,0, , ,0,0,2,4.8,3,3029940001,0,453,1004487,197300,13b, ,309 047,31003, ,0, ,1, , ,24v1, ,40.708196,-73.927007, ,0,621.794304,19949.97694,305,0,305,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,621.794304,19949.97694
306,Polygon,BK,2996,15,301,3045300,30453001000,453,1001,32,34,11237,E237,90,30,900,3,1,5B, JOHNSON AVENUE,M1-1, , , , , , , , , ,N,Z9, ,0, ,CAP42 LLC,3025,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4.08,100,0,0,N,0,Y,5,0,51750,51750,0,0,0,0, , ,0,0,1,2.4,3,3029960015,0,453,1005523,197571,13b, ,309 047,31003, ,0, ,1, , ,24v1, ,40.708938,-73.92327, ,0,308.517914,2484.259916,306,0,306,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,308.517914,2484.259916
307,Polygon,BK,2996,16,301,3045300,30453001000,453,1001,32,34,11237,E237,90,30,900,3,1,5B, JOHNSON AVENUE,M1-1, , , , , , , , , ,N,Z9, ,0, ,CAP42 LLC,6855,0,0,0,0,0,0,0,0,0,7,0,0,0,0,102.08,46.92,0,0,N,0,Y,5,0,118350,118350,0,0,0,0, , ,0,0,1,2.4,3,3029960016,0,453,1005557,197606,13b, ,309 047,31003, ,0, ,1, , ,24v1, ,40.709034,-73.923147, ,0,351.135122,6960.170323,307,0,307,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,351.135122,6960.170323
308,Polygon,BK,3005,23,301,3045300,30453001007,453,1010,32,34,11237,E237,90,30,900,3,1,5B,31 VARICK AVENUE,M1-2, , , , , , , , , ,N,C2,2,0, ,"REYES, VIVANY  C",2138,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,85.5,25,55,N,0,N,5,5,4950,464850,0,1931,0,0, , ,1.93,0,2,4.8,3,3030050023,0,453,1004438,196786,13b, ,309 034,31003, ,0, ,1, , ,24v1, ,40.706786,-73.927185, ,0,228.542163,2344.36232,308,0,308,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,228.542163,2344.36232
309,Polygon,BK,3019,13,301,3048500,30485001000,485,1000,14,34,11211,E206,90,30,900,3,1,5A,932 GRAND STREET,M1-2, , , , , , , , , ,N,K1,5,0, ,932 GRAND STREET LLC,5100,5100,5100,0,0,5100,0,0,0,0,2,1,1,0,1,50.33,106.38,50.33,106.38,N,3,Y,5,2,80550,464850,0,1920,0,0, , ,1,0,2,4.8,3,3030190013,0,485,1001692,198888,13b, ,309 026,31004, ,3030190013,10/29/2007,1, , ,24v1, ,40.712561,-73.937084, ,0,314.60563,5475.506739,309,0,309,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,314.60563,5475.506739
310,Polygon,BK,3019,15,301,3048500,30485001000,485,1000,14,34,11211,E206,90,30,900,3,1,5A,942 GRAND STREET,M1-2, , , , , , , , , ,N,F5,6,0, ,HOHAM 932 GRAND STREET LLC,5340,5340,5340,0,0,1335,0,0,4005,0,2,1,1,0,1,49.65,111.45,49.65,111.45,N,0,Y,5,0,91350,438750,0,1920,2016,0, , ,1,0,2,4.8,3,3030190015,0,485,1001741,198901,13b, ,309 026,31004, ,3030190013,10/29/2007,1, , ,24v1, ,40.712597,-73.936908, ,0,322.916835,5489.384352,310,0,310,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,322.916835,5489.384352
311,Polygon,BK,3019,18,301,3048500,30485001000,485,1000,14,34,11211,E206,90,30,900,3,1,5A,944 GRAND STREET,M1-2, , , , , , , , , ,N,G1,10,0, ,RIG ESTATES INC,5400,6000,6000,0,600,0,0,0,5400,0,2,1,2,0,1,50,111.42,50,100,N,0,Y,5,0,92250,292950,0,1931,0,0, , ,1.11,0,2,4.8,3,3030190018,0,485,1001788,198916,13b, ,309 026,31004, ,0, ,1, , ,24v1, ,40.712638,-73.936738, ,0,341.211478,5490.500858,311,0,311,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,341.211478,5490.500858
312,Polygon,BK,3019,25,301,3048500,30485001000,485,1000,14,34,11211,E206,90,30,900,3,1,5A,966 GRAND STREET,M1-2, , , , , , , , , ,N,E1,6,0, ,RONALD STARMAN,5000,3750,3750,0,0,0,0,0,3750,0,2,1,1,0,1,50,100,50,75,N,0,N,5,0,78750,250650,0,1931,0,0, , ,0.75,0,2,4.8,3,3030190025,0,485,1001940,198968,13b, ,309 026,31004, ,0, ,1, , ,24v1, ,40.71278,-73.93619, ,0,298.115184,4870.393725,312,0,312,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,298.115184,4870.393725
313,Polygon,BK,3019,27,301,3048500,30485001000,485,1000,14,34,11211,E206,90,30,900,3,1,5A,968 GRAND STREET,M1-2, , , , , , , , , ,N,E1,6,0, ,KG 3 REALTY,24126,23730,23730,0,0,0,0,0,23730,0,2,6,2,0,1,125.08,176.42,60.67,75,N,0,Y,4,0,434700,1815750,0,1920,0,0, , ,0.98,0,2,4.8,3,3030190027,0,485,1002034,198951,13b, ,309 026,31004, ,0, ,1, , ,24v1, ,40.712733,-73.935851, ,0,676.17383,26156.28459,313,0,313,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,676.17383,26156.28459
314,Polygon,BK,3019,69,301,3048500,30485001001,485,1000,14,34,11206,E206,90,30,900,3,1,5A,325 MAUJER STREET,M1-2, , , , , , , , , ,N,V1,11,0, ,"RIG ESTATE, INC.",1896,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,76.17,0,0, ,0,Y,5,5,126900,126900,0,0,0,0, , ,0,0,2,4.8,3,3030190069,0,485,1001791,198813,13b, ,309 026,31004, ,0, ,1, , ,24v1, ,40.712355,-73.936728, ,0,212.635258,1981.177105,314,0,314,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,212.635258,1981.177105
315,Polygon,BK,3019,72,301,3048500,30485001001,485,1000,14,34,11206,E206,90,30,900,3,1,5A,319 MAUJER STREET,M1-2, , , , , , , , , ,N,C0,2,0, ,"RENZ, GABRIEL G",1825,2925,0,2925,0,0,0,0,0,0,2,1,3,3,3,25,86.75,25,55,N,2,Y,5,2,16440,133500,1400,1930,0,0, , ,1.6,0,2,4.8,3,3030190072,0,485,1001749,198802,13b, ,309 026,31004, ,0, ,1, , ,24v1, ,40.712325,-73.936879, ,0,227.599599,2249.944627,315,0,315,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,227.599599,2249.944627
